timestamp,transaction_id,customer_id,transaction_total,merchant_category,payment_method,region,total_quantity,total_quantity_7d,reported_transaction_total,is_fraud,reasoning
2021-07-22,46d25b0e,e93a3ff26747496aab2a8657e1393237,7222072,Groceries,Debit Card,Medan,72,37.11,7222072,0,"Neither condition was met. 0 equals 0, and 1.94 is less than 2.0."
2023-07-19,dcae7cc8,7bc9a6724fe14f82a8897a42ecb3a414,8872823,Groceries,Credit Card,Surabaya,94,51.93,8872823,0,"Neither condition was met. The first condition (0 != 0) is inherently false, and 1.81 is less than 2.0, so no fraud indicators were detected."
2025-02-01,56b9adc6,2de0a9073ea34a1191bd37458d834d89,6515841,Clothing,Credit Card,Medan,64,104.92,6515841,0,"Neither condition is met. The first condition checks if 0 ≠ 0 (which is always false), and the second condition checks if 0.61 ≥ 2.0 (which is false). No indicators of fraud are present."
2023-12-12,4b34a7d2,475a23f978214802bfcabd8298907bb9,3142855,Sports,Bank Transfer,Medan,56,96.55,911427,1,"The transaction has a discrepancy (-2231428 ≠ 0), which is a strong indicator of potential fraud."
2025-04-05,e46cabb7,ca41ea1f809d48c6a2d608ae5f7e4278,1690912,Clothing,Debit Card,Bandung,31,37.35,1690912,0,"Neither condition was met. 0 is equal to 0, and 0.83 is less than 2.0."
2022-10-21,2da60f71,d1732ec4b4b74e7fb0e9fee08788190a,4406941,Clothing,Debit Card,Jakarta,72,128.57,4406941,0,"Neither condition is met. The first condition checks if 0 != 0 (which is false), and the second condition checks if 0.56 >= 2.0 (which is also false)."
2025-09-02,4273c995,c08a1f70f7cf49708a820588b3a0695d,368099,Groceries,Debit Card,Surabaya,13,13.4,368099,0,"Neither condition was met. 0 equals 0, and 0.97 is less than 2.0."
2023-09-10,778fe69a,7344c9c856ab46b89f2d9e3b1a81dd34,288503,Groceries,Bank Transfer,Jakarta,41,36.61,288503,0,"Neither condition was met. 0 is always equal to 0, and 1.12 is less than 2.0."
2025-02-07,9e9943e2,b27b1324c6e446b98776d4dee233bb39,3906319,Electronics,Credit Card,Medan,46,51.69,3906319,0,"Neither condition was met. 0 is always equal to 0, and 0.89 is less than 2.0."
2022-04-30,8709c987,7372196aae2643d6881a2cffb68053e9,1243603,Groceries,Credit Card,Semarang,42,21.76,1243603,0,"Neither condition was met. The first condition checks if 0 is not equal to 0, which is always false. The second condition checks if 1.93 is >= 2.0, which is also false. Therefore, the transaction is not fraudulent."
2025-01-11,1dc0f1e5,5e96196e1533416f84b0c91695c5fe17,1144670,Sports,Credit Card,Bandung,64,72.73,1144670,0,"Neither condition was met. The value 0 equals 0 (no discrepancy), and 0.88 is less than 2.0 (no significant quantity increase)."
2025-03-04,f5fcdd69,c1f1b4f107ec45d88b55b33d97067628,4645249,Groceries,PayPal,Medan,91,97.85,4645249,0,"Neither condition was met. 0 equals 0, and 0.93 is less than 2.0."
2022-03-29,5316426e,d0fe7a0115e0487799b8b9304f73e167,7865516,Sports,Credit Card,Bandung,20,12.82,7865516,0,"Neither condition was met. The first condition (0 != 0) is false, and the second condition (1.56 >= 2.0) is also false."
2023-06-16,3aa91093,ac3fdbe9270846efb2b1567e1194aac7,3943502,Groceries,Credit Card,Jakarta,67,95.71,3943502,0,"Neither condition is met. 0 equals 0 (no discrepancy), and 0.7 is less than 2.0 (no significant quantity increase)."
2021-03-08,9b7f5be0,0b2200e3a8394892a69d3609e6fe1685,8925175,Electronics,Debit Card,Jakarta,87,69.6,8925175,0,"Neither condition was met. 0 equals 0, and 1.25 is less than 2.0."
2021-01-05,95384ec6,504646153de648288a34e40a8552868f,9591489,Groceries,Credit Card,Medan,48,24.37,9591489,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is false), and the second condition checks if 1.97 is >= 2.0 (which is also false)."
2025-03-04,0701d06b,749ac898809949f39685507f3095cfb2,5185365,Groceries,Debit Card,Semarang,88,56.05,5185365,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.57 is less than 2.0 (no significant quantity increase)."
2021-05-09,ad12ce1e,568acdd51eb5455383ecdf60b08a42a0,9670475,Clothing,Bank Transfer,Jakarta,80,35.56,7059446,1,The transaction is fraudulent because both conditions are met: -2611029 is not equal to 0 (indicating a discrepancy) and 2.25 is greater than or equal to 2.0 (suggesting a significant quantity increase).
2021-05-01,b6be45c7,d972667df0fa4af4be6e0caf9d5d893f,5717493,Groceries,Debit Card,Jakarta,82,42.93,5717493,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.91 is less than 2.0 (no significant quantity increase)."
2022-04-22,019009f2,47c87179faca45a8837da9ef9b435037,7407459,Clothing,Credit Card,Surabaya,91,93.81,7407459,0,"Neither condition was met. The value 0 equals 0 (no discrepancy), and 0.97 is less than 2.0 (no significant quantity increase)."
2024-01-01,c8908f08,1bf221e754f843ba954f1a8423660a2c,8039642,Electronics,Debit Card,Jakarta,84,43.52,8039642,0,"Neither condition was met. The first condition (0 != 0) is always false, and 1.93 is less than 2.0, so no fraud indicators were found."
2022-07-07,c24f904d,186189ca54a542ecbfe225651473c49a,4994712,Sports,Credit Card,Jakarta,25,16.78,4994712,0,"Neither condition was met. The first condition (0 != 0) is inherently false, and 1.49 is not greater than or equal to 2.0."
2024-07-29,f170593c,646dbe8866a1477aa10f5ae9969d9ab3,7773217,Groceries,Credit Card,Semarang,83,74.11,7773217,0,"Neither condition was met. The value 0 is equal to 0, and 1.12 is less than 2.0, so no indicators of fraud were found."
2021-06-11,a7c910e6,663f1562b24a4d889bf8054fb0325660,3192132,Electronics,PayPal,Surabaya,96,51.61,3192132,0,"Neither condition is met. 0 equals 0 (no discrepancy), and 1.86 is less than 2.0 (no significant quantity increase)."
2022-10-03,2e059263,f68b00a94ce7441d96914d347c16d469,1586626,Clothing,PayPal,Bandung,49,34.27,1586626,0,"Neither condition was met. The first condition checks if 0 != 0 (which is always false), and the second condition checks if 1.43 >= 2.0 (which is false). Since neither condition indicates fraud, the transaction is classified as non-fraudulent."
2024-11-14,c2fa0827,c4b81cfdbdc144ecb0aeef042686fb96,6202090,Groceries,Credit Card,Bandung,69,42.59,6202090,0,"Neither condition is met. 0 equals 0 (no discrepancy), and 1.62 is less than 2.0 (no significant quantity increase)."
2024-04-04,054c58a5,7b0b1c26989a4dc1ba8e8b0813e25bff,2400214,Clothing,Bank Transfer,Medan,70,98.59,2400214,0,"Neither condition was met. The value 0 equals 0 (no discrepancy), and 0.71 is less than 2.0 (no significant quantity increase)."
2023-04-09,add75fce,855a0dd33a36421391d329717a3ac654,8513488,Groceries,Bank Transfer,Surabaya,75,119.05,8513488,0,"Neither condition was met. 0 is equal to 0, and 0.63 is less than 2.0."
2024-10-25,b0fd1391,c95ae4caeec74c82b9290bccaf299ffc,2147377,Sports,PayPal,Surabaya,20,18.52,2147377,0,"Neither condition is met. Condition 1 checks if 0 != 0 (which is false), and Condition 2 checks if 1.08 >= 2.0 (which is also false). Therefore, the transaction is not fraudulent."
2023-11-26,d57bd0a7,56c6a426254e4c35ab7c5d2910812300,6427724,Groceries,Credit Card,Jakarta,75,147.06,6427724,0,"Neither condition is met. The first condition (0 != 0) is always false, and the second condition (0.51 >= 2.0) is also false. Therefore, the transaction is not fraudulent."
2021-05-30,195d481b,af7fff41124b49218ff8eed7b43c2439,9554484,Clothing,Debit Card,Medan,84,95.45,9554484,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 0.88 is less than 2.0 (no significant quantity increase)."
2024-05-22,7e128971,67c3551f8ef843ee9ccdbeff8b2a1f69,5802127,Clothing,Debit Card,Surabaya,66,57.89,5802127,0,"Neither condition was met. The value 0 is equal to 0, and 1.14 is less than 2.0."
2024-03-13,68dc6c7b,65a9218ed3f3496faa847604c511bffd,1928611,Electronics,PayPal,Semarang,64,123.08,1928611,0,"Neither condition was met. The value 0 is equal to 0 (no discrepancy), and 0.52 is less than 2.0 (no significant quantity increase)."
2022-12-29,4a7fc4b1,e647415fade0432a8d090e238717430f,6684674,Electronics,Credit Card,Semarang,37,60.66,6684674,0,"Neither condition was met. The first condition checks if 0 ≠ 0 (which is false), and the second condition checks if 0.61 ≥ 2.0 (which is also false)."
2022-02-07,aeab8057,b65571f11ddc40718d932c72e7c47ddc,4669129,Groceries,Credit Card,Semarang,66,75.86,4669129,0,"Neither condition was met. The value 0 equals 0, and 0.87 is less than 2.0."
2024-06-28,6a9b71e3,1aa9e220470b49bbb27e092f12b4484c,3113168,Groceries,PayPal,Jakarta,35,9.07,498106,1,The transaction is fraudulent because both conditions are met: 1) -2615062 ≠ 0 (discrepancy in totals) and 2) 3.86 ≥ 2.0 (significant quantity increase).
2022-11-09,e4c7e9e3,f4c81ac6e9ea451fb7d5fd2168856333,8078153,Home & Garden,Credit Card,Jakarta,25,16.78,8078153,0,"Neither condition was met. 0 equals 0, and 1.49 is less than 2.0."
2021-05-03,3e3e1e0f,aa15c0ec07854980911515a64f4e9f4e,9766913,Home & Garden,PayPal,Medan,39,47.56,9766913,0,"Neither condition was met. The value 0 is equal to 0, and 0.82 is less than 2.0."
2025-06-11,48ca4c10,a11d32b230dd4c75a94fc814fadb01d4,5323711,Home & Garden,Credit Card,Surabaya,19,19.19,5323711,0,"Neither condition is met. 0 equals 0, and 0.99 is less than 2.0, so no indicators of fraud are present."
2021-01-25,035fcd6b,e25250a595d842d3b23b6a2ace2f9f1b,4940345,Electronics,Bank Transfer,Jakarta,85,128.79,4940345,0,"Neither condition is met. The first condition checks if 0 ≠ 0 (which is false), and the second condition checks if 0.66 ≥ 2.0 (which is also false)."
2021-03-08,d0b16cbc,3bb6548ec5d84013bf63f3983a67c7d0,5195951,Sports,Bank Transfer,Bandung,68,23.29,2130339,1,Both conditions are met: -3065612 is not equal to 0 (indicating a discrepancy in transaction totals) and 2.92 is greater than or equal to 2.0 (suggesting a significant increase in quantity).
2022-02-15,0aecaf6c,7ba0a5c8e6a349a68d138373bbfb8343,6837148,Groceries,Credit Card,Jakarta,80,126.98,6837148,0,"Neither condition was met. The value 0 equals 0 (no discrepancy), and 0.63 is less than 2.0 (no significant quantity increase)."
2021-04-17,495c45e6,810c88708cdb46fb9b0b4e3e4c7bcc56,6922741,Clothing,Debit Card,Medan,10,5.41,6922741,0,"Neither condition was met. 0 equals 0, and 1.85 is less than 2.0."
2022-05-14,3ab597e2,c7559b16b98a43f2b7a84423eed1d9e1,5926987,Groceries,Debit Card,Jakarta,59,47.97,5926987,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.23 is less than 2.0 (no significant quantity increase)."
2024-02-05,03b79954,b93aca027b034d31a6d58a5fea46900e,2965497,Clothing,Bank Transfer,Jakarta,42,32.06,2965497,0,"Neither condition was met. The first condition (0 != 0) is inherently false, and 1.31 is less than 2.0."
2021-09-21,e100b831,3d55125b96204649a27b7c9b04a5fc11,2000289,Electronics,PayPal,Surabaya,48,32.65,2000289,0,"Neither condition was met. The first condition checks if 0 != 0 (which is false), and the second condition checks if 1.47 >= 2.0 (which is also false)."
2025-09-14,54789c02,48f7c88301be4195927d1fd016e8bba3,4314993,Electronics,PayPal,Surabaya,85,54.49,4314993,0,"Neither condition was met. The first condition (0 != 0) is false, and the second condition (1.56 >= 2.0) is also false."
2025-12-22,5891a885,f22ea9e072594d579aea69deadbf0b27,6953048,Clothing,Bank Transfer,Bandung,26,39.39,6953048,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 0.66 is >= 2.0 (which is false). Therefore, no fraud indicators were found."
2021-11-12,500ce0fc,d4a14845d5fe4655819a8f944fb6c9ed,7855682,Groceries,Credit Card,Surabaya,90,46.88,7855682,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.92 is less than 2.0 (no significant quantity increase)."
2023-05-28,e2a7c546,dc3c57f8339941e09182d4b6ecf81f84,7263745,Sports,PayPal,Jakarta,20,10.64,7263745,0,"Neither condition was met. The first condition (0 != 0) is always false, and 1.88 is less than 2.0, so no fraud indicators were found."
2021-11-29,c6c474db,4fabf4b7e1c74e728b9862dcfa599b55,3997835,Sports,Debit Card,Jakarta,70,41.92,3997835,0,"Neither condition was met. 0 equals 0, and 1.67 is less than 2.0."
2021-11-04,7d67bafe,943ab7382bd64b288c77111671226838,2577895,Clothing,PayPal,Bandung,57,63.33,2577895,0,"Neither condition is met. The first condition (0 ≠ 0) is logically impossible, and the second condition (0.9 ≥ 2.0) is false. Therefore, the transaction is not fraudulent."
2024-02-16,75f375de,05559a595c1c45d194bdaf89869aa01e,6135948,Electronics,Credit Card,Medan,8,2.88,2577098,1,"The transaction is fraudulent because both conditions are met: 1) -3558850 is not equal to 0 (indicating a discrepancy in totals), and 2) 2.78 is greater than or equal to 2.0 (suggesting a significant quantity increase)."
2021-11-02,cc6af9b3,15f39948ee16483fbb97e886026cabb8,6908090,Electronics,Debit Card,Jakarta,45,23.32,6908090,0,"Neither condition was met. 0 equals 0, and 1.93 is less than 2.0."
2023-07-04,e5e9803f,0ef2983b17664d19a1e49b4784cc539b,6693729,Clothing,Bank Transfer,Surabaya,81,45.51,6693729,0,Neither condition is met. 0 equals 0 (no discrepancy) and 1.78 is less than 2.0 (no significant quantity increase).
2025-12-29,2a08bacc,a2d245be8bc74397b656fa6a00bfd130,7214058,Clothing,Bank Transfer,Jakarta,86,59.72,7214058,0,"Neither condition was met. The value 0 is equal to 0, and 1.44 is less than 2.0, so no fraud indicators are present."
2022-06-11,1984405e,f57e544855884ef6b2e672574f07d8e7,358303,Clothing,Bank Transfer,Jakarta,8,3.31,358303,1,"The transaction is fraudulent because 2.42 is greater than or equal to 2.0, meeting the second condition for potential fraud."
2025-10-07,9e10b18a,5416676f8444460988b0bc297880e4bf,6980653,Electronics,PayPal,Jakarta,49,40.83,6980653,0,"Neither condition was met. 0 is equal to 0, and 1.2 is less than 2.0."
2024-05-16,c004f0c9,ba068a0462fe4e35957ef23a2cff3f78,9560573,Groceries,Bank Transfer,Jakarta,38,25.5,9560573,0,"Neither condition was met. The first condition checks if 0 ≠ 0 (which is false), and the second condition checks if 1.49 ≥ 2.0 (which is also false)."
2022-02-09,a7f2ab3b,4503c8ea9a964d44af8531ce8eba1b78,8940951,Electronics,Debit Card,Jakarta,36,20.22,8940951,0,"Neither condition was met. 0 equals 0, and 1.78 is less than 2.0."
2021-06-10,f89a07f8,7094e1e9f6a440e58fc957ad9fa70ca4,2805993,Clothing,Credit Card,Surabaya,75,39.68,2805993,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.89 is less than 2.0 (no significant quantity increase)."
2024-06-22,a653cb73,5a8d7027c3544a5a8c26de6c639521bf,219777,Clothing,Bank Transfer,Surabaya,7,13.73,63735,1,"Condition 1 is met because -156042 is not equal to 0, indicating a discrepancy in transaction totals."
2021-05-22,6158f0c6,227b5751ae8a41a89ec3879352ea1d0d,6880628,Electronics,Bank Transfer,Jakarta,89,87.25,6880628,0,"Neither condition is met. The first condition (0 != 0) is logically impossible, and the second condition (1.02 >= 2.0) is false. Therefore, the transaction is not fraudulent."
2024-07-25,4f47cf48,40c3f31802214d999362eccec34f835d,5701162,Home & Garden,Debit Card,Jakarta,12,19.35,5701162,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 0.62 is less than 2.0 (no significant quantity increase)."
2025-10-28,08383b7b,8e82f8ea6cb64f2fb5371bd43d266210,834290,Electronics,PayPal,Jakarta,97,127.63,834290,0,"Neither condition was met. The value 0 equals 0 (no discrepancy), and 0.76 is less than 2.0 (no significant quantity increase)."
2024-01-19,de1fafce,210cefedfaea4b8790109cb3d05238bc,9692849,Clothing,PayPal,Semarang,57,42.86,9692849,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.33 is less than 2.0 (no significant quantity increase)."
2023-08-01,ac61e5f0,16fa6f1ecfba49e1b8618c18bbb8da62,9729507,Home & Garden,Credit Card,Medan,11,4.66,9729507,1,"The transaction quantity (2.36) is greater than or equal to 2.0, which meets the second condition for potential fraud."
2023-04-06,ceb5fdf3,ba98762f57f243919bc2937eae7bd576,1102843,Groceries,Bank Transfer,Jakarta,60,54.55,1102843,0,"Neither condition was met. Condition 1 (0 != 0) is always false, and Condition 2 (1.1 >= 2.0) is also false. Therefore, no indicators of fraud were detected."
2021-02-14,2dded56d,23bcd8933e9142d1bd624941127b00a4,8891219,Groceries,Credit Card,Surabaya,92,73.6,8891219,0,"Neither condition was met. The first condition (0 != 0) is inherently false, and the second condition (1.25 >= 2.0) is also false. Therefore, no fraud indicators were detected."
2023-11-24,21c45b98,23a92617b37d460b8f71961a3232fe89,87280,Clothing,Credit Card,Surabaya,74,43.27,87280,0,Neither condition is met. 0 equals 0 (no discrepancy) and 1.71 is less than 2.0 (no significant quantity increase).
2022-03-29,d7175286,f77de96b2b8a454e8497c474a0e39bf9,7514420,Electronics,Debit Card,Jakarta,52,31.33,7514420,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.66 is less than 2.0 (no significant quantity increase)."
2024-12-17,fc130156,58e2a874c9604bce964698339c725458,1852531,Groceries,Debit Card,Surabaya,56,34.36,1852531,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 1.63 is >= 2.0 (which is false). Since neither condition indicates fraud, the transaction is classified as non-fraudulent."
2025-03-21,0863a17d,f60e8fcc0fba47c380b1e388cfe9bc98,1109531,Home & Garden,Credit Card,Medan,39,73.58,1109531,0,"Neither condition was met. The value 0 is equal to 0, and 0.53 is less than 2.0."
2025-03-14,555b13c9,4615ef15e1cc4c1b8cfb6eaba71bb008,5685845,Electronics,Bank Transfer,Semarang,4,2.41,5685845,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.66 is less than 2.0 (no significant quantity increase)."
2024-09-03,06297520,e1961c54aa814d3e876c9b649a8f7d1b,9614971,Clothing,Credit Card,Surabaya,70,47.62,9614971,0,"Neither condition is met. The first condition (0 != 0) is always false, and 1.47 is less than 2.0, so no fraud indicators are present."
2023-02-10,ef61e12e,aba6560fc0284a67aa0c1a046ec5c5d4,2619463,Groceries,Bank Transfer,Surabaya,20,7.52,2619463,1,"The transaction quantity (2.66) is greater than or equal to 2.0, indicating a significant increase compared to the average, which suggests potential fraud."
2025-05-29,c893b696,ec90b98ab3624eb8ac21bd2c200d5a73,2077527,Clothing,Credit Card,Medan,95,50.8,2077527,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.87 is less than 2.0 (no significant quantity increase)."
2024-06-28,9d7402c0,ad74f60e95e34338bb25714cc1e3c689,4575668,Clothing,Bank Transfer,Semarang,90,89.11,4575668,0,"Neither condition was met. The first condition (0 ≠ 0) is logically impossible, and the second condition (1.01 ≥ 2.0) is false. Therefore, no fraud indicators were detected."
2023-08-05,6bf8b6aa,186fc0568f144c7f875e61c2f8028eb4,489038,Groceries,PayPal,Bandung,53,71.62,489038,0,"Neither condition is met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 0.74 is >= 2.0 (which is false). Therefore, no fraud indicators are present."
2022-03-18,f0ccebc0,2b2f0942d40c49ada84e559c8ad68932,4066001,Home & Garden,PayPal,Jakarta,19,10.92,4066001,0,"Neither condition was met. The first condition checks if 0 is not equal to 0, which is always false. The second condition checks if 1.74 is >= 2.0, which is false. Therefore, the transaction is not fraudulent."
2025-07-12,c9cde0bb,731b38a5ea7748d08724424301c49cc5,4616698,Electronics,Bank Transfer,Surabaya,40,39.6,4616698,0,"Neither condition is met. 0 is always equal to 0, and 1.01 is less than 2.0. No discrepancies or significant increases detected."
2021-10-08,5c59c5ee,434529c6f5e4454ca7372d5f639762f1,1930805,Clothing,Credit Card,Surabaya,29,17.47,1930805,0,"Neither condition is met. 0 equals 0, and 1.66 is less than 2.0."
2023-11-04,9eb2fd95,04be4119ab7b494d9fa90ba70b8b9ad8,5355496,Groceries,Credit Card,Medan,64,33.68,5355496,0,Neither condition was met: 0 equals 0 and 1.9 is less than 2.0.
2023-08-30,591299d5,81892a1359f34019940e8ab126750f82,1384426,Groceries,Credit Card,Bandung,70,37.84,1384426,0,"Neither condition was met. The first condition checks if 0 != 0 (which is always false), and the second condition checks if 1.85 >= 2.0 (which is false). Since neither condition indicates fraud, the transaction is classified as non-fraudulent."
2022-08-14,972fb2dc,9a8bc7e6bdb04efcad509b9f2fce2856,4206585,Clothing,Debit Card,Bandung,42,22.34,1051646,1,"The transaction is flagged as fraudulent because the value -3154939 is not equal to 0, indicating a discrepancy between expected and reported totals."
2025-01-20,5230f3f9,c6da3631a74642abb44010225e21e34b,9082417,Electronics,Credit Card,Medan,33,44.0,9082417,0,"Neither condition was met. The first condition (0 ≠ 0) is logically impossible, and the second condition (0.75 ≥ 2.0) is false."
2025-07-26,c598006d,41964e26df1541d8a4c179037f7fab20,7383826,Groceries,Bank Transfer,Semarang,7,10.45,7383826,0,"Neither condition was met. The first condition checks if 0 ≠ 0 (which is always false), and the second condition checks if 0.67 ≥ 2.0 (which is false). Therefore, no fraud indicators were found."
2022-08-10,d2a12aee,b10888f508c843cf8b82d1270c2aafd0,8726448,Clothing,Debit Card,Jakarta,76,118.75,8726448,0,"Neither condition is met. The first condition (0 ≠ 0) is false because 0 equals 0. The second condition (0.64 ≥ 2.0) is false because 0.64 is less than 2.0. Therefore, no fraud indicators are present."
2021-03-23,a9f36a39,e5badc5bb64846c1914828c926bfc54c,714416,Clothing,Credit Card,Surabaya,12,6.28,714416,0,"Neither condition was met. 0 equals 0, and 1.91 is less than 2.0."
2025-12-19,58e174de,e3c460764a4f42d4ba02108584b66cea,6825658,Clothing,Credit Card,Semarang,86,103.61,6825658,0,"Neither condition is met. The first condition checks if 0 ≠ 0 (which is false), and the second condition checks if 0.83 ≥ 2.0 (which is also false)."
2022-06-18,7231aea6,ff427090ac2c4abaadaf7292d1a73b2f,6911562,Sports,Debit Card,Semarang,67,16.67,6911562,1,"The transaction meets the second condition where 4.02 is greater than or equal to 2.0, indicating potential fraudulent activity."
2022-04-22,640d3658,f314497cb4fa494c8737b35fb94ccc66,5545310,Electronics,Credit Card,Bandung,2,3.57,5545310,0,"Neither condition is met. The first condition (0 != 0) is always false, and the second condition (0.56 >= 2.0) is also false. Therefore, no fraud indicators are present."
2021-08-04,9aabe688,406e479fc60f4cd3997d955e25674863,3670575,Groceries,Credit Card,Surabaya,66,33.67,3670575,0,Neither condition is met. 0 equals 0 (no discrepancy) and 1.96 is less than 2.0 (no significant quantity increase).
2022-07-02,560eceda,ba64cbeaab8b42a795e411159d4f2dc9,7831549,Groceries,PayPal,Surabaya,35,28.23,7831549,0,"Neither condition was met. 0 is equal to 0 (no discrepancy), and 1.24 is less than 2.0 (no significant quantity increase)."
2023-09-21,fcceb8ea,553cdc6bdfb74a609dff141cceab1f5e,4069294,Electronics,Bank Transfer,Surabaya,37,27.41,4069294,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.35 is less than 2.0 (no significant quantity increase)."
2025-07-10,d291c979,f6c0ceef069541bbae73bc37ea85b125,4575268,Groceries,Bank Transfer,Medan,4,2.76,4575268,0,"Neither condition was met. The first condition (0 != 0) is always false, and 1.45 is less than 2.0, so no fraud indicators were found."
2024-05-09,7198a9ab,cc5c7c29a6d34d81bdf6a9570677c750,859761,Clothing,Credit Card,Surabaya,7,10.77,859761,0,"Neither condition is met. 0 equals 0, and 0.65 is less than 2.0, so no fraud indicators are present."
2025-05-20,1ab4d83b,e0283d56f91e45c09a6d049affbb7da4,7327175,Electronics,Bank Transfer,Semarang,58,37.42,7327175,0,"Neither condition was met. The value 0 equals 0 (no discrepancy), and 1.55 is less than 2.0 (no significant quantity increase)."
2023-06-08,fa4126ea,c234bc5b6ab6432eadb2a9e553f262e9,3616248,Home & Garden,Credit Card,Surabaya,24,37.5,3616248,0,"Neither condition was met. The first condition (0 != 0) is always false, and 0.64 is less than 2.0."
2022-10-15,f466098a,47c101e083484585ad0edf7934eede82,2773783,Home & Garden,Credit Card,Surabaya,88,127.54,2773783,0,"Neither condition is met. The first condition (0 != 0) is always false, and the second condition (0.69 >= 2.0) is also false."
2025-07-16,5eda469f,9bdd7b8b4e96495cb4ae9759a9993f95,1447343,Sports,Bank Transfer,Jakarta,72,43.11,1447343,0,Neither condition was met. 0 equals 0 (no discrepancy) and 1.67 is less than 2.0 (no significant quantity increase).
2022-03-02,30aec027,96e5be42a22245b580a3c1ead81db8c3,6666599,Groceries,PayPal,Bandung,34,45.33,6666599,0,"Neither condition was met. The value 0 is equal to 0, and 0.75 is less than 2.0."
2021-07-28,3ba9cd0a,4b135a9b06d04dc885be4eb5cb8ec5c3,1784736,Clothing,PayPal,Surabaya,61,117.31,1784736,0,"Neither condition is met. The first condition checks if 0 ≠ 0 (which is always false), and the second condition checks if 0.52 ≥ 2.0 (which is false). Therefore, no fraud indicators are present."
2022-09-29,026180e5,1bb96c6fa1fb4a6f8f8beb214b48213d,5431801,Clothing,Bank Transfer,Bandung,74,84.09,5431801,0,"Neither condition was met. The value 0 equals 0 (no discrepancy), and 0.88 is less than 2.0 (no significant quantity increase)."
2024-04-27,7cc5dae5,cdb65e9622cd45c18a17935406c66860,5247705,Home & Garden,Debit Card,Surabaya,81,51.27,5247705,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.58 is less than 2.0 (no significant quantity increase)."
2023-01-02,45455d53,c76febea83f349c0acd0c9c5a036fef3,6808152,Groceries,Debit Card,Surabaya,23,12.5,6808152,0,"Neither condition was met. The first condition checks if 0 is not equal to 0, which is always false. The second condition checks if 1.84 is >= 2.0, which is false. Therefore, the transaction is not fraudulent."
2025-12-06,de40521d,1c5850843f7c4daab334997046f662cd,3812330,Electronics,Bank Transfer,Medan,95,109.2,3812330,0,"Neither condition is met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 0.87 is >= 2.0 (which is false). Therefore, no fraud indicators are present."
2023-01-24,c4f016ab,52a8ef3d49a14405b5eefb0a2a8d118a,131962,Clothing,Debit Card,Medan,54,72.97,131962,0,"Neither condition was met. The value 0 equals 0 (no discrepancy), and 0.74 is less than 2.0 (no significant quantity increase)."
2023-03-14,129afb11,6d47553b0b5b4e1da8de99ef5e53ab71,2264767,Home & Garden,Credit Card,Jakarta,46,28.57,2264767,0,Neither condition is met. 0 equals 0 (no discrepancy) and 1.61 is less than 2.0 (no significant quantity increase).
2024-10-27,a78099e2,32ca817babbf437bad79384dbff1c20f,8185917,Home & Garden,PayPal,Surabaya,75,55.56,8185917,0,"Neither condition is met. The first condition (0 != 0) is always false, and 1.35 is less than 2.0."
2024-12-25,9c28f125,246d1c5f7ab142bd8811a4453e74d035,5042894,Sports,Bank Transfer,Jakarta,21,12.21,5042894,0,Neither condition is met. 0 equals 0 (no discrepancy) and 1.72 is less than 2.0 (no significant quantity increase).
2025-06-17,c82b06a3,bada5223cdbd457baf2240c3c2c25a37,9047105,Home & Garden,Debit Card,Medan,22,6.61,9047105,1,"The transaction meets the second condition (3.33 >= 2.0), indicating potential fraud."
2023-07-05,e8ddf39e,1ddfb76a93864534a604b95b8d91e1bb,1621445,Groceries,Credit Card,Bandung,61,32.11,1621445,0,"Neither condition is met. 0 is always equal to 0, and 1.9 is less than 2.0."
2023-11-21,8e597351,c017810d16f14de297a271633b0c7e56,9285391,Home & Garden,Debit Card,Semarang,56,45.53,9285391,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.23 is less than 2.0 (no significant quantity increase)."
2023-04-27,1ccd9e9c,ee1d16cab355471db2b49767c2c2fafe,2566434,Groceries,Credit Card,Semarang,71,44.38,2566434,0,"Neither condition was met. 0 is equal to 0, and 1.6 is less than 2.0, so no indicators of fraud were found."
2025-04-05,557996a5,2717d1410979447797f97cae2a140c33,6732950,Clothing,Debit Card,Surabaya,41,25.15,6732950,0,"Neither condition is met. 0 equals 0, and 1.63 is less than 2.0."
